County,Date of  Incident,Practice  Review?,Notification,90 Day,6 Month,age,gender,in_home,out_home,Serious Injury,Death / Alleged maltreatment,Egregious incident,Death / Alleged suicide in out-of-home care,status
Manitowic,2018-01-17,No,180117DSP-Mani-798,180117DSP-Mani-798-90D,No,,,,,,,,,Error Processing
Milwaukee,2018-01-11,No,180111DSP-Milw-797,180111DSP-Milw-797-90D,No,,,,,,,,,Error Processing
Sauk,2018-01-06,Yes,180106DSP-Sauk-796,180106DSP-Sauk-796-90D,180106DSP-Sauk-796-6M,,,,,,,,,Error Processing
Marathon,2017-12-20,Yes,171220DSP-Mara-795,171220DSP-Mara-795-90D,171220DSP-Mara-795-6M,,,,,,,,,Error Processing
Brown,2018-01-06,No,180106DSP-Brown-794,180106DSP-Brown-794-90D,No,,,,,,,,,Error Processing
Green,2017-12-26,No,171226DSP-Green-793,171226DSP-Green-793-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-12-25,No,171225DSP-Milw-792,171225DSP-Milw-792-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-12-15,No,171215DSP-Milw-791,171215DSP-Milw-791-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-12-16,No,171216-DSP-Milw-790,171216-DSP-Milw-790-90D,No,,,,,,,,,No PDF
Clark,2017-10-30,No,171030DSP-Clar-789,171030DSP-Clar-789-90D,No,,,,,,,,,Error Processing
Burnett,2017-12-12,No,171212DSP-Burn-788,171212DSP-Burn-788-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-11-23,Yes,171123DSP-Milw-787,171123DSP-Milw-787-90D,171123DSP-Milw-787-6M,,,,,,,,,Error Processing
Milwaukee,2017-12-01,No,171201DSP-Milw-786,171201DSP-Milw-786-90D,No,,,,,,,,,Error Processing
Brown,2017-12-04,Yes,171203DSP-Brown-785,171203DSP-Brown-785-90D,171203DSP-Brown-785-6M,,,,,,,,,Error Processing
Milwaukee,2017-11-29,No,171129DSP-Milw-784,171129DSP-Milw-784-90D,No,,,,,,,,,Error Processing
Winnebago,2017-11-29,No,171129DSP-Winn-783,171129DSP-Winn-783-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-11-20,No,171120DSP-Milw-782,171120DSP-Milw-782-90D,No,,,,,,,,,Error Processing
Brown,2017-11-14,No,171114DSP-Brown-781,171114DSP-Brown-781-90D,No,,,,,,,,,Error Processing
Dane,2017-11-09,Yes,171109DSP-Dane-780,171109DSP-Dane-780-90D,171109DSP-Dane-780-6M,,,,,,,,,Error Processing
Milwaukee,2017-11-02,No,171102DSP-Milw-779,171102DSP-Milw-779-90D,No,,,,,,,,,Error Processing
Ashland,2017-11-04,No,171104DSP-Ashl-778,171104DSP-Ashl-778-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-10-29,Yes,171029DSP-Milw-777,171029DSP-Milw-777-90D,170604DSP-Milw-777-6M,,,,,,,,,Error Processing
Waukesha,2017-08-25,No,170825DSP-Wauk-776,170825DSP-Wauk-776-90D,No,,,,,,,,,Error Processing
Sheboygan,2017-10-16,No,171016DSP-Sheb-775,171016DSP-Sheb-775-90D,No,,,,,,,,,Error Processing
Eau Claire,2017-10-18,Yes,171018DSP-EauCl-774,171018DSP-EauCl-774-90D,171018DSP-EauCl-774-6M,,,,,,,,,Error Processing
Bayfield,2017-10-10,No,171010DSP-Bayf-773,171010DSP-Bayf-773-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-09-24,No,170924DSP-Milw-772,170924DSP-Milw-772-90D,No,,,,,,,,,Error Processing
Jackson,2017-10-14,Yes,171014DSP-Jack-771,171014DSP-Jack-771-90D,171014DSP-Jack-771-6M,,,,,,,,,Error Processing
Saint Croix,2017-08-11,No,170811DSP-StCro-770,170811DSP-StCro-770-90D,No,,,,,,,,,Error Processing
Portage,2017-10-06,Yes,171006DSP-Port-769,171006DSP-Port-769-90D,171006DSP-Port-769-6M,,,,,,,,,Error Processing
Polk,2017-10-02,Yes,171002DSP-Polk-768,171002DSP-Polk-768-90D,171002DSP-Polk-768-6M,,,,,,,,,Error Processing
Milwaukee,2017-10-02,No,171002DSP-Milw-767,171002DSP-Milw-767-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-09-28,No,170928DSP-Milw-766,170928DSP-Milw-766-90D,No,,,,,,,,,Error Processing
Sauk,2017-09-20,No,170920DSP-Sauk-765,170920DSP-Sauk-765-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-09-24,No,170924DSP-Milw-764,170924DSP-Milw-764-90D,No,,,,,,,,,Error Processing
Bayfield,2017-09-15,No,170915DSP-Bayf-763,170915DSP-Bayf-763-90D,No,,,,,,,,,Error Processing
Portage,2017-08-16,Yes,170816DSP-Port-762,170816DSP-Port-762-90D,170816DSP-Port-762-6M,,,,,,,,,Error Processing
Milwaukee,2017-07-16,No,170916DSP-Milw-761,170916DSP-Milw-761-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-07-16,No,170916DSP-Milw-760,170916DSP-Milw-760-90D,No,,,,,,,,,Error Processing
La Crosse,2017-07-09,Yes,170709DSP-LaCr-759,170709DSP-LaCr-759-90D,170709DSP-LaCr-759-6M,,,,,,,,,Error Processing
Green Lake,2017-09-11,No,170911DSP-GrnLk-758,170911DSP-GrnLk-758-90D,No,,,,,,,,,Error Processing
Racine,2017-09-06,No,170906DSP-Racin-757,170906DSP-Racin-757-90D,No,,,,,,,,,Error Processing
La Crosse,2017-09-11,No,170911DSP-LaCr-756,170911DSP-LaCr-756-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-09-02,Yes,170902DSP-Milw-755,170902DSP-Milw-755-90D,170902DSP-Milw-755-6M,,,,,,,,,Error Processing
Forest,2017-08-29,No,170829DSP-Fore-754,170829DSP-Fore-754-90D,No,,,,,,,,,Error Processing
Rusk,2017-08-28,No,170828DSP-Rusk-753,170828DSP-Rusk-753-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-08-22,No,170822DSP-Milw-752,170822DSP-Milw-752-90D,No,,,,,,,,,Error Processing
Marquette,2017-08-27,No,170827DSP-Marq-751,170827DSP-Marq-751-90D,No,,,,,,,,,Error Processing
Dane,2017-08-24,No,170824DSP-Dane-750,170824DSP-Dane-750-90D,No,,,,,,,,,Error Processing
Wood,2017-08-25,Yes,170825DSP-Wood-749,170825DSP-Wood-749-90D,170825DSP-Wood-749-6M,,,,,,,,,Error Processing
Dane,2017-08-16,No,170816DSP-Dane-748,170816DSP-Dane-748-90D,No,,,,,,,,,Error Processing
Wood,2017-08-14,Yes,170814DSP-Wood-747,170814DSP-Wood-747-90D,170814DSP-Wood-747-6M,,,,,,,,,Error Processing
Milwaukee,2017-07-13,No,170713DSP-Milw-746,170713DSP-Milw-746-90D,No,,,,,,,,,Error Processing
La Crosse,2017-08-10,No,170810DSP-Lacr-745,170810DSP-Lacr-745-90D,No,,,,,,,,,Error Processing
Sauk,2017-08-08,No,170808DSP-Sauk-744,170808DSP-Sauk-744-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-08-01,Yes,170801DSP-Milw-743,170801DSP-Milw-743-90D,170604DSP-Milw-743-6M,,,,,,,,,Error Processing
Winnebago,2017-06-30,No,170630DSP-Winn-742,170630DSP-Winn-742-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-07-15,Yes,170715DSP-Milw-741,170715DSP-Milw-741-90D,170715DSP-Milw-741-6M,,,,,,,,,Error Processing
Racine,2017-07-12,No,170712DSP-Racin-740,170712DSP-Racin-740-90D,No,,,,,,,,,Error Processing
Barron,2017-07-09,No,170709DSP-Barr-739,170709DSP-Barr-739-90D,No,,,,,,,,,Error Processing
Columbia,2017-07-09,No,170709DSP-Colum-738,170709DSP-Colum-738-90D,No,,,,,,,,,No PDF
Clark,2017-07-06,No,170706DSP-Clar-737,170706DSP-Clar-737-90D,No,,,,,,,,,Error Processing
Manitowoc,2017-06-28,Yes,170628DSP-Mani-736,170628DSP-Mani-736-90D,170628DSP-Mani-736-6M,,,,,,,,,Error Processing
Milwaukee,2017-06-27,No,170627DSP-Milw-735,170627DSP-Milw-735-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-24,No,170624DSP-Milw-734,170624DSP-Milw-734-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-04,Yes,170604DSP-Milw-733,170604DSP-Milw-733-90D,170604DSP-Milw-733-6M,,,,,,,,,Error Processing
Taylor,2017-06-17,No,170617DSP-Tayl-732,170617DSP-Tayl-732-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-15,Yes,170615DSP-Milw-731,170615DSP-Milw-731-90D,170615DSP-Milw-731-6M,,,,,,,,,Error Processing
Winnebago,2017-06-08,No,170608DSP-Winn-730,170608DSP-Winn-730-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-10,No,170610DSP-Milw-729,170610DSP-Milw-729-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-02,Yes,170602DSP-Milw-728,170602DSP-Milw-728-90D,170602DSP-Milw-728-6M,,,,,,,,,Error Processing
Outagamie,2017-06-06,No,170606DSP-Outag-727,170606DSP-Outag-727-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-06-04,No,170604DSP-Milw-726,170604DSP-Milw-726-90D,No,,,,,,,,,Error Processing
Brown,2017-05-19,No,170519DSP-Brown-725,170519DSP-Brown-725-90D,No,,,,,,,,,Error Processing
Outagamie,2017-05-29,No,170529DSP-Outag-724,170529DSP-Outag-724-90D,No,,,,,,,,,Error Processing
Brown,2017-05-25,No,170525DSP-Brown-723,170525DSP-Brown-723-90D,No,,,,,,,,,Error Processing
Brown,2017-05-21,Yes,170521DSP-Brown-722,170521DSP-Brown-722-90D,170521DSP-Brown-722-6M,,,,,,,,,Error Processing
Clark,2017-05-15,No,170515DSP-Clar-721,170515DSP-Clar-721-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-05-12,No,170512DSP-Milw-720,170512DSP-Milw-720-90D,No,,,,,,,,,Error Processing
Washburn,2017-05-04,No,170504DSP-Wshb-719,170504DSP-Wshb-719-90D,No,,,,,,,,,Error Processing
Dane,2017-04-28,No,170428DSP-Dane-718,170428DSP-Dane-718-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-04-24,No,170424DSP-Milw-717,170424DSP-Milw-717-90D,No,,,,,,,,,Error Processing
Racine,2017-04-23,No,170423DSP-Racin-716,170423DSP-Racin-716-90D,No,,,,,,,,,Error Processing
Forest,2017-03-17,No,170317DSP-Fore-715,170317DSP-Fore-715-90D,No,,,,,,,,,Error Processing
Douglas,2017-04-20,No,170420DSP-Doug-714,170420DSP-Doug-714-90D,No,,,,,,,,,Error Processing
Sheboygan,2017-04-15,No,170415DSP-Sheb-713,170415DSP-Sheb-713-90D,No,,,,,,,,,Error Processing
Racine,2017-04-11,No,170411DSP-Racin-712,170411DSP-Racin-712-90D,No,,,,,,,,,Error Processing
Oneida,2017-04-14,No,170414DSP-Onei-711,170414DSP-Onei-711-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-04-14,No,170414DSP-Milw-710,170414DSP-Milw-710-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-04-10,No,170410DSP-Milw-709,170410DSP-Milw-709-90D,No,,,,,,,,,Error Processing
Kenosha,2017-04-11,No,170411DSP-Keno-708,170411DSP-Keno-708-90D,No,,,,,,,,,Error Processing
Outagamie,2017-04-06,No,170406DSP-Outag-707,170406DSP-Outag-707-90D,No,,,,,,,,,Error Processing
Columbia,2017-04-04,Yes,170404DSP-Colum-706,170404DSP-Colum-706-90D,170404DSP-Colum-706-6M,,,,,,,,,Error Processing
Trempealeau,2017-04-09,Yes,170409DSP-Tremp-705,170409DSP-Tremp-705-90D,170409DSP-Tremp-705-6M,,,,,,,,,Error Processing
Milwaukee,2017-04-04,No,170404DSP-Milw-704,170404DSP-Milw-704-90D,No,,,,,,,,,Error Processing
Dodge,2017-04-02,No,170402DSP-Dodge-703,170402DSP-Dodge-703-90D,No,,,,,,,,,Error Processing
Dane,2016-12-25,No,161225DSP-Dane-702,161225DSP-Dane-702-90D,No,,,,,,,,,Error Processing
Jefferson,2016-08-18,Yes,160818DSP-Jeff-701,160818DSP-Jeff-701-90D,160818DSP-Jeff-701-6M,,,,,,,,,Error Processing
Lincoln,2017-03-15,No,170315DSP-Linc-700,170315DSP-Linc-700-90D,No,,,,,,,,,Error Processing
Rock,2017-03-20,Yes,170320DSP-Rock-699,170320DSP-Rock-699-90D,170604DSP-Rock-699-6M,,,,,,,,,Error Processing
Kenosha,2017-03-18,No,170318DSP-Keno-698,170318DSP-Keno-698-90D,No,,,,,,,,,Error Processing
Kenosha,2017-03-15,Yes,170315DSP-Keno-697,170315DSP-Keno-697-90D,170315DSP-Keno-697-6M,,,,,,,,,Error Processing
Kenosha,2017-03-16,No,170316DSP-Keno-696,170316DSP-Keno-696-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-03-13,Yes,170313DSP-Milw-695,170313DSP-Milw-695-90D,170313DSP-Milw-695-6M,,,,,,,,,Error Processing
Pierce,2017-03-08,No,170308DSP-Pier-694,170308DSP-Pier-694-90D,No,,,,,,,,,Error Processing
Forest,2017-03-07,Yes,170307DSP-Fore-693,170307DSP-Fore-693-90D,170307DSP-Fore-693-6M,,,,,,,,,Error Processing
Winnebago,2017-03-03,No,170303DSP-Winn-692,170303DSP-Winn-692-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-03-01,No,170301DSP-Milw-691,170301DSP-Milw-691-90D,No,,,,,,,,,Error Processing
Brown,2017-03-03,No,170303DSP-Brown-690,170303DSP-Brown-690-90D,No,,,,,,,,,Error Processing
Marathon,2017-03-01,No,170301DSP-Mara-689,170301DSP-Mara-689-90D,No,,,,,,,,,Error Processing
Wood,2017-02-28,Yes,170228DSP-Wood-688,170228DSP-Wood-688-90D,170228DSP-Wood-688-6M,,,,,,,,,Error Processing
Milwaukee,2017-02-16,No,170216DSP-Milw-687,170216DSP-Milw-687-90D,No,,,,,,,,,Error Processing
Dane,2017-02-15,No,170215DSP-Dane-686,170215DSP-Dane-686-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-02-12,No,170212DSP-Milw-685,170212DSP-Milw-685-90D,No,,,,,,,,,Error Processing
Oconto,2017-02-12,No,170212DSP-Ocon-684,170212DSP-Ocon-684-90D,No,,,,,,,,,Error Processing
Dodge,2017-02-09,No,170201DSP-Dodge-683,170201DSP-Dodge-683-90D,No,,,,,,,,,Error Processing
Wood,2017-02-04,Yes,170204DSP-Wood-682,170204DSP-Wood-682-90D,170204DSP-Wood-682-6M,,,,,,,,,Error Processing
Marathon,2017-02-02,No,170202DSP-Mara-681,170202DSP-Mara-681-90D,No,,,,,,,,,Error Processing
Rock,2017-01-27,No,170127DSP-Rock-680,1701274DSP-Rock-680-90D,No,,,,,,,,,Error Processing
Marathon,2017-01-24,No,170124DSP-Mara-679,170124DSP-Mara-679-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-01-26,Yes,170126DSP-Milw-678,170126DSP-Milw-678-90D,170126DSP-Milw-678-6M,,,,,,,,,Error Processing
Portage,2017-01-22,No,170122DSP-Port-677,170122DSP-Port-677-90D,No,,,,,,,,,Error Processing
Winnebago,2017-01-10,No,170110DSP-Winn-676,170110DSP-Winn-676-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-01-14,No,170114DSP-Milw-675,170114-DSP-Milw-675-90D,No,,,,,,,,,Error Processing
Milwaukee,2017-01-13,Yes,170110DSP-Milw-674,170110DSP-Milw-674-90D,170110DSP-Milw-674-6M,,,,,,,,,Error Processing
Jackson,2016-12-28,No,161228DSP-Jack-673,161228DSP-Jack-673-90D,No,,,,,,,,,Error Processing
Dodge,2016-12-26,No,161226DSP-Dodge-672,161226DSP-Dodge-672-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-12-10,Yes,161210DSP-Milw-671,161210DSP-Milw-671-90D,161210DSP-Milw-671-6M,,,,,,,,,Error Processing
Oneida,2016-12-03,No,161203DSP-Onei-670,161203DSP-Onei-670-90D,No,,,,,,,,,Error Processing
Marathon,2016-12-06,No,161206DSP-Mara-669,161206DSP-Mara-669-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-11-29,No,161129DSP-Milw-668,161129DSP-Milw-668-90D,No,,,,,,,,,Error Processing
Monroe,2016-11-28,No,161128DSP-Monro-667,161128DSP-Monro-667-90D,No,,,,,,,,,Error Processing
Calumet,2016-11-27,Yes,161127DSP-Calu-666,161127DSP-Calu-666-90D,161127DSP-Calu-666-6M,,,,,,,,,Error Processing
Milwaukee,2016-11-23,No,161123-DSP-Milw-665,161123DSP-Milw-665-90D,161123DSP-Milw-665-6M,,,,,,,,,Error Processing
Manitowoc,2016-10-09,No,161009DSP-Mani-664,161009DSP-Mani-664-90D,No,,,,,,,,,Error Processing
Dodge,2016-11-14,No,161114DSP-Dodge-663,161114DSP-Dodge-663-90D,No,,,,,,,,,No PDF
Milwaukee,2016-11-11,No,161111DSP-Milw-662,161111DSP-Milw-662-90D,No,,,,,,,,,Error Processing
Trempealeau,2016-11-12,Yes,161112DSP-Tremp-661,161112DSP-Tremp-661-90D,161112DSP-Tremp-661-6M,,,,,,,,,Error Processing
Langlade,2016-11-15,No,161110DSP-Lang-660,161110DSP-Lang-660-90D,No,,,,,,,,,Error Processing
Dodge,2016-11-08,Yes,161108DSP-Dodge-659,161108DSP-Dodge-659-90D,161108DSP-Dodge-659-6M,,,,,,,,,Error Processing
Milwaukee,2016-10-30,No,161030DSP-Milw-658,161030DSP-Milw-658-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-10-30,No,161030DSP-Milw-657,161030DSP-Milw-657-90D,161030DSP-Milw-657-6M,,,,,,,,,Error Processing
Milwaukee,2016-10-25,No,161025DSP-Milw-656,161025DSP-Milw-656-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-10-16,No,161016DSP-Milw-655,161016DSP-Milw-655-90D,161016DSP-Milw-655-6M,,,,,,,,,Error Processing
Sawyer,2016-10-06,No,161006DSP-Sawyer-654,161006DSP-Sawyer-654-90D,No,,,,,,,,,Error Processing
Kenosha,2016-10-09,No,161009DSP-Keno-653,161009DSP-Keno-653-90D,No,,,,,,,,,Error Processing
Rock,2016-10-04,No,161004DSP-Rock-652,161004DSP-Rock-652-90D,161004DSP-Rock-652-6M,,,,,,,,,Error Processing
Rock,2016-10-02,No,161002DSP-Rock-651,161002DSP-Rock-651-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-09-30,No,160930DSP-Milw-650,160930DSP-Milw-650-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-10-01,No,161001DSP-Milw-649,161001DSP-Milw-649-90D,161001DSP-Milw-649-6M,,,,,,,,,Error Processing
Milwaukee,2016-09-23,No,160923DSP-Milw-648,160923DSP-Milw-648-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-09-14,No,160914DSP-Milw-647,160914DSP-Milw-647-90D,160914DSP-Milw-647-6M,,,,,,,,,Error Processing
Fond du Lac,2016-09-15,No,160915DSP-Fond-646,160915DSP-Fond-646-90D,No,,,,,,,,,Error Processing
Portage,2016-09-07,No,160907DSP-Port-645,160907DSP-Port-645-90D,160907DSP-Port-645-6M,,,,,,,,,Error Processing
Lincoln,2016-09-05,No,160905DSP-Linc-644,160905DSP-Linc-644-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-08-13,No,160813DSP-Milw-643,160813DSP-Milw-643-90D,No,,,,,,,,,Error Processing
Chippewa,2016-08-18,No,160818DSP-Chipp-642,160818DSP-Chipp-642-90D,160818DSP-Chipp-642-6M,,,,,,,,,Error Processing
Rock,2016-08-16,No,160816DSP-Rock-641,160816DSP-Rock-641-90D,No,,,,,,,,,Error Processing
Walworth,2016-08-09,No,160809DSP-Walw-640,160809DSP-Walw-640-90D,No,,,,,,,,,Error Processing
Marinette,2016-08-08,No,160808DSP-Marin-639,160808DSP-Marin-639-90D,No,,,,,,,,,Error Processing
Dane,2016-08-09,No,160809DSP-Dane-638,160809DSP-Dane-638-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-07-30,No,160730DSP-Milw-637,160730DSP-Milw-637-90D,No,,,,,,,,,Error Processing
Rock,2016-07-28,No,160728DSP-Rock-636,160728DSP-Rock-636-90D,No,,,,,,,,,Error Processing
Winnebago,2016-07-24,No,160724DSP-Winn-635,160724DSP-Winn-635-90D,No,,,,,,,,,Error Processing
Pierce,2016-07-03,No,160703DSP-Pier-634,160703DSP-Pier-634-90D,No,,,,,,,,,Error Processing
Sauk,2016-07-14,No,160714DSP-Sauk-633,160714DSP-Sauk-633-90D,No,,,,,,,,,Error Processing
La Crosse,2016-06-28,No,160628DSP-Lacr-632,160628DSP-Lacr-632-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-06-27,No,160617DSP-Milw-631,160617DSP-Milw-631-90D,No,,,,,,,,,Error Processing
Grant,2016-07-08,No,160708DSP-Grant-630,160708DSP-Grant-630-90D,No,,,,,,,,,Error Processing
Marathon,2016-06-05,No,160605DSP-Mara-629,160605DSP-Mara-629-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-06-01,No,160601DSP-Milw-628,160601DSP-Milw-628-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-05-30,No,160530DSP-Milw-627,160530DSP-Milw-627-90D,160530DSP-Milw-627-6M,,,,,,,,,Error Processing
La Crosse,2016-05-21,No,160521DSP-Lacr-626,160521DSP-Lacr-626-90D,160521DSP-Lacr-626-6M,,,,,,,,,Error Processing
Lincoln,2016-05-22,No,160522DSP-Linc-625,160522DSP-Linc-625-90D,No,,,,,,,,,Error Processing
Marathon,2015-08-20,No,150820DSP-Mara-624,150820DSP-Mara-624-90D,No,,,,,,,,,No PDF
Wood,2016-05-12,No,160512DSP-Wood-623,160512DSP-Wood-623-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-05-01,No,160501DSP-Milw-622,160501DSP-Milw-622-90D,No,,,,,,,,,No PDF
Waukesha,2016-05-03,No,160503DSP-Wauk-621,160504DSP-Wauk-621-90D,No,,,,,,,,,Error Processing
Adams,2016-04-29,No,160429DSP-Adams-620,160429DSP-Adams-620-90D,No,,,,,,,,,Error Processing
Dane,2016-04-30,No,160430DSP-Dane-619,160430DSP-Dane-619-90D,No,,,,,,,,,Error Processing
Sauk,2016-04-25,No,160425DSP-Sauk-618,160425DSP-Sauk-618-90D,No,,,,,,,,,Error Processing
Dane,2016-04-12,No,160412DSP-Dane-617,160412DSP-Dane-617-90D,No,,,,,,,,,Error Processing
Wood,2016-02-10,No,160210DSP-Wood-616,160210DSP-Wood-616-90D,No,,,,,,,,,Error Processing
Winnebago,2016-04-04,No,160404DSP-Winn-615,160404DSP-Winn-615-90D,No,,,,,,,,,Error Processing
Brown,2016-03-31,No,160331DSP-Brown-614,160331DSP-Brown-614-90D,No,,,,,,,,,Error Processing
Brown,2016-03-28,No,160328DSP-Brown-613,160328DSP-Brown-613-90D,No,,,,,,,,,Error Processing
Douglas,2016-03-20,No,160320DSP-Doug-612,160320DSP-Doug-612-90D,160320DSP-Doug-612-6M,,,,,,,,,Error Processing
Trempealeau,2016-03-16,No,160316DSP-Tremp-611,160316DSP-Tremp-611-90D,No,,,,,,,,,Error Processing
Jefferson,2016-03-14,No,160314DSP-Jeff-610,160314DSP-Jeff-610-90D,No,,,,,,,,,Error Processing
Winnebago,2016-03-07,No,160307-DSP-Winn-609,160307DSP-Winn-609-90D,160307DSP-Winn-609-6M,,,,,,,,,Error Processing
Sheboygan,2016-03-04,No,160304DSP-Sheb-608,160304DSP-Sheb-608-90D,No,,,,,,,,,Error Processing
Dane,2016-03-04,No,160304DSP-Dane-607,160304DSP-Dane-607-90D,160304DSP-Dane-607-6M,,,,,,,,,Error Processing
Rock,2016-02-17,No,160227DSP-Rock-606,160227DSP-Rock-606-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-02-16,No,160216DSP-Milw-605,160216DSP-Milw-605-90D,No,,,,,,,,,Error Processing
Columbia,2016-02-05,No,160205DSP-Colum-604,160205DSP-Colum-604-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-02-10,No,160210DSP-Milw-603,160210DSP-Milw-603-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-02-27,No,160227DSP-Milw-602,160227DSP-Milw-602-90D,160227DSP-Milw-602-6M,,,,,,,,,Error Processing
Rock,2016-02-10,No,160210DSP-Rock-601,160210DSP-Rock-601-90D,No,,,,,,,,,Error Processing
Kenosha,2016-02-17,No,160217DSP-Keno-600,160217DSP-Keno-600-90D,160217DSP-Keno-600-6M,,,,,,,,,Error Processing
Kenosha,2016-02-11,No,160211DSP-Keno-599,160211DSP-Keno-599-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-02-09,No,160209DSP-Milw-598,160209DSP-Milw-598-90D,No,,,,,,,,,Error Processing
Burnett,2016-02-01,No,160201DSP-Burn-597,160201DSP-Burn-597-90D,No,,,,,,,,,Error Processing
Kenosha,2016-02-03,No,160203DSP-Keno-596,160203DSP-Keno-596-90D,No,,,,,,,,,Error Processing
Kenosha,2016-02-02,No,160202DSP-Keno-595,160202DSP-Keno-595-90D,No,,,,,,,,,Error Processing
Winnebago,2016-01-30,No,160130DSP-Winn-594,160130DSP-Winn-594-90D,No,,,,,,,,,Error Processing
La Crosse,2016-01-08,No,160108DSP-Lacr-593,160108DSP-Lacr-593-90D,160108DSP-Lacr-593-6M,,,,,,,,,Error Processing
Winnebago,2016-07-05,No,150705DSP-Winn-592,150705DSP-Winn-592-90D,150705DSP-Winn-592-6M,,,,,,,,,No PDF
Manitowoc,2016-01-23,No,160123DSP-Mani-591,160423DSP-Mani-591-90D,No,,,,,,,,,Error Processing
Outagamie,2016-01-10,No,160110DSP-Outag-590,160110DSP-Outag-590-90D,No,,,,,,,,,Error Processing
Fond du Lac,2016-01-14,No,160114DSP-Fond-589,160114DSP-Fond-589-90D,160114DSP-Fond-589-6M,,,,,,,,,Error Processing
Dane,2016-01-18,No,160118DSP-Dane-588,160118DSP-Dane-588-90D,No,,,,,,,,,Error Processing
Milwaukee,2016-01-13,No,160113DSP-Milw-587,160113DSP-Milw-587-90D,No,,,,,,,,,Error Processing
Buffalo,2015-12-25,No,151225DSP-Buff-586,151230DSP-Buff-586-90D,No,,,,,,,,,No PDF
Milwaukee,2016-01-01,No,160101DSP-Milw-585,160102DSP-Milw-585-90D,No,,,,,,,,,Error Processing
Adams,2015-12-14,No,151214DSP-Adams-584,151214DSP-Adams-584-90D,No,,,,,,,,,No PDF
Winnebago,2015-11-24,No,151124DSP-Winn-583,151124DSP-Winn-583-90D,151124DSP-Winn-583-6M,,,,,,,,,No PDF
Vilas,2015-11-20,No,151120DSP-Vilas-582,151120DSP-Vilas-582-90D,No,,,,,,,,,No PDF
Fond du Lac,2015-12-01,No,151201DSP-Fond-581,151201DSP-Fond-581-90D,No,,,,,,,,,No PDF
Dane,2015-10-30,No,151030DSP-Dane-580,151030DSP-Dane-580-90D,No,,,,,,,,,No PDF
Milwaukee,2015-11-25,No,151125DSP-Milw-579,151125DSP-Milw-579-90D,No,,,,,,,,,No PDF
Marathon,2015-11-16,No,151116DSP-Mara-578,151116DSP-Mara-578-90,No,,,,,,,,,No PDF
Milwaukee,2015-11-06,No,151106DSP-Milw-577,151106DSP-Milw-577-90D,No,,,,,,,,,No PDF
Monroe,2015-11-05,No,151105DSP-Monro-576,151105DSP-Monro-576-90D,No,,,,,,,,,No PDF
Brown,2015-10-28,No,151028DSP-Brown-575,151028DSP-Brown-575-90D,No,,,,,,,,,No PDF
Jefferson,2015-10-22,No,151022DSP-Jeff-574,151022DSP-Jeff-574-90D,No,,,,,,,,,No PDF
Milwaukee,2015-10-28,No,151028DSP-Milw-573,151027DSP-Milw-573-90D,No,,,,,,,,,No PDF
