County,Date of  Incident,Practice  Review?,Notification,90 Day,6 Month,age,gender,in_home,out_home,Serious Injury,Death / Alleged maltreatment,Egregious incident,Death / Alleged suicide in out-of-home care,status
Milwaukee,2013-07-04,No,130704DSP-Milw-343,130704DSP-Milw-343-90D,130704DSP-Milw-343-6M,,,,,,,,,No PDF
Calumet,2013-07-09,No,130709DSP-Calu-342,130709DSP-Calu-342-90D,130709DSP-Calu-342-6M,,,,,,,,,No PDF
Milwaukee,2013-07-07,No,130707DSP-Milw-341,130707DSP-Milw-341-90D,No,,,,,,,,,No PDF
Marathon,2013-07-07,No,130707DSP-Mara-341,130707DSP-Mara-341-90D,No,,,,,,,,,No PDF
Milwaukee,2013-07-04,No,130704DSP-Milw-340,130704DSP-Milw-340-90D,No,,,,,,,,,No PDF
Green Lake,2013-06-29,No,130629DSP-Grnlk-339,130629DSP-Grnlk-339-90D,130629DSP-Grnlk-339-6M,,,,,,,,,No PDF
Crawford,2013-06-24,No,130624DSP-Craw-338,130624DSP-Craw-338-90D,No,,,,,,,,,No PDF
Dodge,2013-06-21,No,130621DSP-Dodge-337,130621DSP-Dodge-337-90D,No,,,,,,,,,No PDF
Milwaukee,2013-06-23,No,130623DSP-Milw-336,130623DSP-Milw-336-90D,No,,,,,,,,,No PDF
Trempealeau,2013-06-22,No,130622DSP-Tremp-335,130622DSP-Tremp-335-90D,130622DSP-Tremp-335-6M,,,,,,,,,No PDF
Vernon,2013-06-19,No,130619DSP-Vern-334,130619DSP-Vern-334-90D,No,,,,,,,,,No PDF
Taylor,2013-03-08,No,130308DSP-Tayl-333,130308DSP-Tayl-333-90D,No,,,,,,,,,No PDF
Milwaukee,2013-06-13,No,130613DSP-Milw-332,130613DSP-Milw-332-90D,No,,,,,,,,,No PDF
Monroe,2013-06-06,No,130606DSP-Monro-331,130606DSP-Monro-331-90D,130606DSP-Monro-331-6M,,,,,,,,,No PDF
Marinette,2013-06-04,No,130604DSP-Marin-330,130604DSP-Marin-330-90D,No,,,,,,,,,No PDF
Oconto,2013-05-14,No,130514DSP-Ocon-329,130514DSP-Ocon-329-90D,130514DSP-Ocon-329-6M,,,,,,,,,No PDF
Milwaukee,2013-05-13,No,130513DSP-Milw-328,130513DSP-Milw-328-90D,No,,,,,,,,,No PDF
Racine,2013-05-10,No,130510DSP-Racin-327,130510DSP-Racin-327-90D,130510DSP-Racin-327-6M,,,,,,,,,No PDF
Brown,2013-05-07,No,130507DSP-Brown-326,130507DSP-Brown-326-90D,No,,,,,,,,,No PDF
Dane,2013-05-03,No,130503DSP-Dane-325,130503DSP-Dane-325-90D,130503DSP-Dane-325-6M,,,,,,,,,No PDF
Columbia,2013-04-30,No,130430DSP-Colum-324,130430DSP-Colum-324-90D,No,,,,,,,,,No PDF
Washington,2013-04-25,No,130425DSP-Wash-323,130425DSP-Wash-323-90D,No,,,,,,,,,No PDF
Pierce,2013-05-01,No,130501DSP-Pier-322,130501DSP-Pier-322-90D,No,,,,,,,,,No PDF
Milwaukee,2013-04-28,No,130428DSP-Milw-321,130428DSP-Milw-321-90D,No,,,,,,,,,No PDF
Dane,2013-04-26,No,130426DSP-Dane-320,130426DSP-Dane-320-90D,130426DSP-Dane-320-6M,,,,,,,,,No PDF
Milwaukee,2013-04-20,No,130420DSP-Milw-319,130420DSP-Milw-319-90D,130420DSP-Milw-319-6M,,,,,,,,,No PDF
Milwaukee,2013-04-21,No,130421DSP-Milw-318,130421DSP-Milw-318-90D,No,,,,,,,,,No PDF
Brown,2013-06-08,No,120608DSP-Brown-317,120608DSP-Brown-317-90D,No,,,,,,,,,No PDF
Milwaukee,2013-04-19,No,130419DSP-Milw-316,130419DSP-Milw-316-90D,No,,,,,,,,,No PDF
Winnebago,2013-04-16,No,130416DSP-Winn-315,130416DSP-Winn-315-90D,130416DSP-Winn-315-6M,,,,,,,,,No PDF
Milwaukee,2013-04-19,No,130419DSP-Milw-314,130419DSP-Milw-314-90D,No,,,,,,,,,No PDF
Jefferson,2013-04-18,No,130418DSP-Jeff-313,130418DSP-Jeff-313-90D,No,,,,,,,,,No PDF
Sheboygan,2013-04-09,No,130409DSP-Sheb-312,130409DSP-Sheb-312-90D,130409DSP-Sheb-312-6M,,,,,,,,,No PDF
Milwaukee,2013-04-09,No,130409DSP-Milw-311,130409DSP-Milw-311-90D,No,,,,,,,,,No PDF
Milwaukee,2013-04-11,No,130411DSP-Milw-310,130411DSP-Milw-310-90D,No,,,,,,,,,No PDF
Milwaukee,2013-04-08,No,130408DSP-Milw-309,130408DSP-Milw-309-90D,No,,,,,,,,,No PDF
Columbia,2013-03-29,No,130329DSP-Colum-308,130329DSP-Colum-308-90D,No,,,,,,,,,No PDF
Portage,2013-03-28,No,130328DSP-Port-307,130328DSP-Port-307-90D,130328DSP-Port-307-6M,,,,,,,,,No PDF
Buffalo,2013-03-21,No,130321DSP-Buff-306,130321DSP-Buff-306-90D,No,,,,,,,,,No PDF
Sauk,2013-03-22,No,130322DSP-Sauk-305,130322DSP-Sauk-305-90D,No,,,,,,,,,No PDF
Fond du Lac,2013-03-14,No,130314DSP-Fond-304,130314DSP-Fond-304-90D,No,,,,,,,,,No PDF
Dunn,2013-03-20,No,130320DSP-Dunn-303,130320DSP-Dunn-303-90D,No,,,,,,,,,No PDF
Columbia,2013-03-13,No,130313DSP-Colum-302,130313DSP-Colum-302-90D,No,,,,,,,,,No PDF
Brown,2013-03-20,No,130320DSP-Brown-301,130320DSP-Brown-301-90D,No,,,,,,,,,No PDF
Eau Claire,2013-03-16,No,130316DSP-Eacul-300,130316DSP-Eacul-300-90D,No,,,,,,,,,No PDF
Milwaukee,2013-03-04,No,130304DSP-Milw-299,130304DSP-Milw-299-90D,130304DSP-Milw-299-6M,,,,,,,,,No PDF
Milwaukee,2013-02-27,No,130227DSP-Milw-298,130227DSP-Milw-298-90D,130227DSP-Milw-298-6M,,,,,,,,,No PDF
Fond du Lac,2013-02-19,No,130219DSP-Fond-297,130219DSP-Fond-297-90D,No,,,,,,,,,No PDF
Dane,2013-02-14,No,130214DSP-Dane-296,130214DSP-Dane-296-90D,130214DSP-Dane-296-6M,,,,,,,,,No PDF
Dane,2012-11-22,No,121122DSP-Dane-295,121122DSP-Dane-295-90D,121122DSP-Dane-295-6M,,,,,,,,,No PDF
Waukesha,2013-01-20,No,130122DSP-Wauk-294,130122DSP-Wauk-294-90D,No,,,,,,,,,No PDF
Brown,2013-02-05,No,130205DSP-Brown-293,130205DSP-Brown-293-90D,No,,,,,,,,,No PDF
Milwaukee,2013-02-05,No,130205DSP-Milw-292,130205DSP-Milw-292-90D,130205DSP-Milw-292-6M,,,,,,,,,No PDF
Milwaukee,2013-01-20,No,130120DSP-Milw-291,130120DSP-Milw-291-90D,No,,,,,,,,,No PDF
Eau Claire,2013-01-25,No,130125DSP-Eacul-290,130125DSP-Eacul-290-90D,No,,,,,,,,,No PDF
Kenosha,2013-01-22,No,130122DSP-Keno-289,130122DSP-Keno-289-90D,No,,,,,,,,,No PDF
La Crosse,2013-01-15,No,130115DSP-Lacr-288,130115DSP-Lacr-288-90D,130115DSP-Lacr-288-6M,,,,,,,,,No PDF
Sheboygan,2013-01-18,No,130118DSP-Sheb-287,130118DSP-Sheb-287-90D,No,,,,,,,,,No PDF
Columbia,2013-01-02,No,130102DSP-Colum-286,130102DSP-Colum-286-90D,No,,,,,,,,,No PDF
Waukesha,2013-01-17,No,130117DSP-Wauk-285,130117DSP-Wauk-285-90D,130117DSP-Wauk-285-6M,,,,,,,,,No PDF
Oconto,2013-01-08,No,130108DSP-Ocon-284,130108DSP-Ocon-284-90D,130108DSP-Ocon-284-6M,,,,,,,,,No PDF
Dane,2013-01-11,No,130111DSP-Dane-283,130111DSP-Dane-283-90D,No,,,,,,,,,No PDF
Oconto,2012-12-01,No,121201DSP-Oconto-282,121201DSP-Oconto-282-90D,121201DSP-Ocon-282-6M,,,,,,,,,No PDF
Brown,2012-10-07,No,130107DSP-Brown-281,130107DSP-Brown-281-90D,130107DSP-Brown-281-6M,,,,,,,,,No PDF
Milwaukee,2013-01-07,No,130107DSP-Milw-280,130107DSP-Milw-280-90D,No,,,,,,,,,No PDF
Dodge,2012-12-28,No,121228DSP-Dodge-279,121228DSP-Dodge-279-90D,121228DSP-Dodge-279-6M,,,,,,,,,No PDF
Price,2012-12-21,No,121221DSP-Price-278,121221DSP-Price-278-90D/td>,No,,,,,,,,,No PDF
Kenosha,2013-01-01,No,130101DSP-Keno-277,130101DSP-Keno-277-90D,No,,,,,,,,,No PDF
Adams,2012-12-19,No,121219DSP-Adams-276,121219DSP-Adams-276-90D,121219DSP-Adams-276-6M,,,,,,,,,No PDF
Milwaukee,2012-11-05,No,121105DSP-Milw-275,121105DSP-Milw-275-90D,121105DSP-Milw-275-6M,,,,,,,,,No PDF
Walworth,2012-12-11,No,121211DSP-Walw-274,121211DSP-Walw-274-90D,No,,,,,,,,,No PDF
Winnebago,2012-12-13,No,121213DSP-Winn-273,121213DSP-Winn-273-90D,No,,,,,,,,,No PDF
Eau Claire,2012-11-15,No,121115DSP-Eacul-272,121115DSP-Eacul-272-90D,121115DSP-Eacul-272-6M,,,,,,,,,No PDF
Jefferson,2012-12-08,No,121208DSP-Jeff-271,121208DSP-Jeff-271-90D,121208DSP-Jeff-271-6M,,,,,,,,,No PDF
Green,2012-11-29,No,121129DSP-Green-270,121129DSP-Green-270-90D,No,,,,,,,,,No PDF
Racine,2012-11-29,No,121129DSP-Racin-269,121129DSP-Racin-269-90D,121129DSP-Racin-269-6M,,,,,,,,,No PDF
Walworth,2012-11-28,No,121128DSP-Walw-268,121128DSP-Walw-268-90D,No,,,,,,,,,No PDF
Oneida,2012-11-21,No,121121DSP-Oneida-267,121121DSP-Oneida-267-90D,121121DSP-Oneida-267-6M,,,,,,,,,No PDF
Milwaukee,2012-11-10,No,121110DSP-Milw-266,121110DSP-Milw-266-90D,121110DSP-Milw-266-6M,,,,,,,,,No PDF
Monroe,2012-11-07,No,121107DSP-Monro-265,121107DSP-Monro-265-90D,121107DSP-Monro-265-6M,,,,,,,,,No PDF
Brown,2012-10-16,No,121016DSP-Brown-264,121016DSP-Brown-264-90D,121016DSP-Brown-264-6M,,,,,,,,,No PDF
Walworth,2012-10-28,No,121028DSP-Walw-263,121028DSP-Walw-263-90D,No,,,,,,,,,No PDF
Jefferson,2012-10-08,No,121008DSP-Jeff-262,121008DSP-Jeff-262-90D,No,,,,,,,,,No PDF
Milwaukee,2012-10-19,No,121019DSP-Milw-261,121019DSP-Milw-261-90D,No,,,,,,,,,No PDF
Columbia,2012-10-17,No,121017DSP-Colum-260,121017DSP-Colum-260-90D,121017DSP-Colum-260-6M,,,,,,,,,No PDF
Burnett,2012-10-01,No,120101DSP-Burn-259,120101DSP-Burn-259-90D,No,,,,,,,,,No PDF
Milwaukee,2012-10-06,No,121006DSP-Milw-258,121006DSP-Milw-258-90D,No,,,,,,,,,No PDF
Milwaukee,2012-10-01,No,121001DSP-Milw-257,121001DSP-Milw-257-90D,No,,,,,,,,,No PDF
Dane,2012-09-15,No,120915DSP-Dane-256,120915DSP-Dane-256-90D,No,,,,,,,,,No PDF
Dane,2012-09-06,No,120906DSP-Dane-255,120906DSP-Dane-255-90D,No,,,,,,,,,No PDF
Dane,2012-09-29,No,120929DSP-Dane-254,120929DSP-Dane-254-90D,No,,,,,,,,,No PDF
Dane,2012-09-21,No,120921DSP-Dane-253,120921DSP-Dane-253-90D,No,,,,,,,,,No PDF
Milwaukee,2012-09-19,No,120919DSP-Milw-252,120919DSP-Milw-252-90D,No,,,,,,,,,No PDF
Milwaukee,2012-09-22,No,120922DSP-Milw-251,120922DSP-Milw-251-90D,120922DSP-Milw-251-6M,,,,,,,,,No PDF
Dane,2012-09-14,No,120924DSP-Dane-250,120924DSP-Dane-250-90D,No,,,,,,,,,No PDF
Monroe,2012-09-18,No,120918DSP-Monro-249,120918DSP-Monro-249-90D,120918DSP-Monro-249-6M,,,,,,,,,No PDF
Waukesha,2012-09-15,No,120915DSP-Wauk-248,120915DSP-Wauk-248-90D,No,,,,,,,,,No PDF
Polk,2012-09-07,No,120907DSP-Polk-247,120907DSP-Polk-247-90D,120907DSP-Polk-247-6M,,,,,,,,,No PDF
Milwaukee,2012-09-11,No,120911DSP-Milw-246,120911DSP-Milw-246-90D,No,,,,,,,,,No PDF
Lafayette,2012-09-07,No,120907DSP-Lafay-245,120907DSP-Lafay-245-90D,120907DSP-Lafay-245-6M,,,,,,,,,No PDF
Dane,2012-09-04,No,120904DSP-Dane-244,120904DSP-Dane-244-90D,No,,,,,,,,,No PDF
Portage,2012-09-04,No,120904DSP-Port-243,120904DSP-Port-243-90D,120904DSP-Port-243-6M,,,,,,,,,No PDF
Milwaukee,2012-09-03,No,120903DSP-Milw-242,120903DSP-Milw-242-90D,120903DSP-Milw-242-6M,,,,,,,,,No PDF
Kenosha,2012-09-03,No,120903DSP-Keno-241,120903DSP-Keno-241-90D,No,,,,,,,,,No PDF
Waukesha,2012-09-01,No,120901DSP-Wauk-240,120901DSP-Wauk-240-90D,No,,,,,,,,,No PDF
Racine,2012-08-28,No,120828DSP-Racin-239,120828DSP-Racin-239-90D,No,,,,,,,,,No PDF
Racine,2012-08-26,No,120826DSP-Racin-238,120826DSP-Racin-238-90D,120826DSP-Racin-238-6M,,,,,,,,,No PDF
Milwaukee,2012-08-26,No,120826DSP-Milw-237,120826DSP-Milw-237-90D,No,,,,,,,,,No PDF
Milwaukee,2012-08-27,No,120827DSP-Milw-236,120827DSP-Milw-236-90D,No,,,,,,,,,No PDF
Dodge,2012-05-29,No,120529DSP-Dodge-235,120529DSP-Dodge-235-90D,120529DSP-Dodge-235-6M,,,,,,,,,No PDF
Burnett,2012-08-14,No,120814DSP-Burn-234,120814DSP-Burn-234-90D,No,,,,,,,,,No PDF
Wood,2012-08-04,No,120804DSP-Wood-233,120804DSP-Wood-233-90D,No,,,,,,,,,No PDF
Dane,2012-08-13,No,120813DSP-Dane-232,120813DSP-Dane-232-90D,120813DSP-Dane-232-6M,,,,,,,,,No PDF
Racine,2012-08-09,No,120809DSP-Racin-231,120809DSP-Racin-231-90D,No,,,,,,,,,No PDF
Clark,2012-06-18,No,120618DSP-Clark-230,120618DSP-Clark-230-90D,No,,,,,,,,,No PDF
Walworth,2012-08-02,No,120802DSP-Walw-229,120802DSP-Walw-229-90D,No,,,,,,,,,No PDF
Calumet,2012-07-18,No,120718DSP-Calu-228,120718DSP-Calu-228-90D,No,,,,,,,,,No PDF
Kenosha,2012-07-30,No,120730DSP-Keno-227,120730DSP-Keno-227-90D,No,,,,,,,,,No PDF
Grant,2012-07-27,No,120727DSP-Grant-226,120727DSP-Grant-226-90D,No,,,,,,,,,No PDF
Menononee,2012-07-23,No,120723DSP-Meno-225,120723DSP-Meno-225-90D,No,,,,,,,,,No PDF
Douglas,2012-07-17,No,120717DSP-Doug-224,120717DSP-Doug-224-90D,120717DSP-Doug-224-6M,,,,,,,,,No PDF
Racine,2012-07-14,No,120714DSP-Racin-223,120714DSP-Racin-223-90D,No,,,,,,,,,No PDF
Walworth,2011-07-27,No,110727DSP-Walw-222,110727DSP-Walw-222-90D,110727DSP-Walw-222-6M,,,,,,,,,No PDF
Kenosha,2012-07-11,No,120711DSP-Keno-221,120711DSP-Keno-221-90D,120711DSP-Keno-221-6M,,,,,,,,,No PDF
Walworth,2012-07-09,No,120709DSP-Walw-220,120709DSP-Walw-220-90D,No,,,,,,,,,No PDF
Dane,2012-07-09,No,120709DSP-Dane-219,120709DSP-Dane-219-90D,No,,,,,,,,,No PDF
Milwaukee,2012-07-06,No,120706DSP-Milw-218,120706DSP-Milw-218-90D,120706DSP-Milw-218-6M,,,,,,,,,No PDF
Barron,2012-07-05,No,120705DSP-Barr-217,120705DSP-Barr-217-90D,No,,,,,,,,,No PDF
Fond du Lac,2012-07-07,No,120707DSP-Fond-216,120707DSP-Fond-216-90D,120707DSP-Fond-216-6M,,,,,,,,,No PDF
Milwaukee,2012-06-23,No,120623DSP-Milw-215,120623DSP-Milw-215-90D,120623DSP-Milw-215-6M,,,,,,,,,No PDF
Dane,2012-06-21,No,120621DSP-Dane-214,120621DSP-Dane-214-90D,No,,,,,,,,,No PDF
Juneau,2012-06-18,No,120618DSP-June-213,120618DSP-June-213-90D,120618DSP-June-213-6M,,,,,,,,,No PDF
Wood,2012-06-07,No,120607DSP-Wood-212,120607DSP-Wood-212-90D,120607DSP-Wood-212-6M,,,,,,,,,No PDF
Marathon,2012-05-25,No,120525DSP-Mara-211,120525DSP-Mara-211-90D,No,,,,,,,,,No PDF
Milwaukee,2012-06-01,No,120601DSP-Milw-210,120601DSP-Milw-210-90D,No,,,,,,,,,No PDF
Milwaukee,2012-06-02,No,120602DSP-Milw-209,120602DSP-Milw-209-90D,No,,,,,,,,,No PDF
Langlade,2012-05-27,No,120527DSP-Lang-208,120527DSP-Lang-208-90D,120527DSP-Lang-208-6M,,,,,,,,,No PDF
Marathon,2012-05-10,No,120510DSP-Mara-207,120510DSP-Mara-207-90D,No,,,,,,,,,No PDF
Marathon,2012-03-07,No,120307DSP-Mara-206,120307DSP-Mara-206-90D,120307DSP-Mara-206-6M,,,,,,,,,No PDF
Milwaukee,2012-05-22,No,120522DSP-Milw-205,120522DSP-Milw-205-90D,No,,,,,,,,,No PDF
Kenosha,2012-05-17,No,120517DSP-Keno-204,120517DSP-Keno-204-90D,No,,,,,,,,,No PDF
Milwaukee,2012-05-17,No,120517DSP-Milw-203,120517DSP-Milw-203-90D,No,,,,,,,,,No PDF
Milwaukee,2011-02-28,No,110228DSP-Milw-202,110228DSP-Milw-202-90D,110228DSP-Milw-202-6M,,,,,,,,,No PDF
Racine,2012-05-11,No,120511DSP-Racin-201,120511DSP-Racin-201-90D,No,,,,,,,,,No PDF
Dane,2012-05-06,No,120506DSP-Dane-200,120506DSP-Dane-200-90D,No,,,,,,,,,No PDF
Milwaukee,2012-05-04,No,120504DSP-Milw-199,120504DSP-Milw-199-90D,120504DSP-Milw-199-6M,,,,,,,,,No PDF
Washington,2012-05-01,No,120501DSP-Wash-198,120501DSP-Wash-198-90D,120501DSP-Wash-198-6M,,,,,,,,,No PDF
Outagamie,2012-04-23,No,120423DSP-Outag-197,120423DSP-Outag-197-90D,No,,,,,,,,,No PDF
Milwaukee,2012-04-22,No,120422DSP-Milw-196,120422DSP-Milw-196-90D,No,,,,,,,,,No PDF
Milwaukee,2012-04-10,No,120410DSP-Milw-195,120410DSP-Milw-195-90D,No,,,,,,,,,No PDF
Milwaukee,2012-04-13,No,120413DSP-Milw-194,120413DSP-Milw-194-90D,120413DSP-Milw-194-6M,,,,,,,,,No PDF
Clark,2012-04-09,No,120409DSP-Clark-193,120409DSP-Clark-193-90D,No,,,,,,,,,No PDF
Dane,2012-04-19,No,120419DSP-Dane-192,120419DSP-Dane-192-90D,No,,,,,,,,,No PDF
Milwaukee,2011-08-18,No,110818DSP-Milw-191,110818DSP-Milw-191-90D,No,,,,,,,,,No PDF
Kenosha,2012-03-21,No,120321DSP-Keno-190,120321DSP-Keno-190-90D,No,,,,,,,,,No PDF
Milwaukee,2012-02-15,No,120215DSP-Milw-189,120215DSP-Milw-189-90D,No,,,,,,,,,No PDF
Winnebago,2012-03-01,No,120301DSP-Winn-188,120301DSP-Winn-188-90D,No,,,,,,,,,No PDF
Sauk,2012-03-08,No,120308DSP-Sauk-187,120308DSP-Sauk-187-90D,120308DSP-Sauk-187-6M,,,,,,,,,No PDF
Calumet,2012-03-06,No,120306DSP-Calu-186,120306DSP-Calu-186-90D,No,,,,,,,,,No PDF
Racine,2012-02-26,No,120226DSP-Racin-185,120226DSP-Racin-185-90D,No,,,,,,,,,No PDF
Milwaukee,2012-02-17,No,120217DSP-Milw-184,120217DSP-Milw-184-90D,120217DSP-Milw-184-6M,,,,,,,,,No PDF
Milwaukee,2011-10-06,No,111006DSP-Milw-183,111006DSP-Milw-183-90D,No,,,,,,,,,No PDF
Brown,2012-02-03,No,120203DSP-Brown-182,120203DSP-Brown-182-90D,No,,,,,,,,,No PDF
Dodge,2012-01-20,No,120120DSP-Dodge-181,120120DSP-Dodge-181-90D,No,,,,,,,,,No PDF
Sheboygan,2012-02-11,No,120211DSP-Sheb-180,120211DSP-Sheb-180-90D,No,,,,,,,,,No PDF
Jackson,2012-02-08,No,120208DSP-Jack-179,120208DSP-Jack-179-90D,No,,,,,,,,,No PDF
Dane,2012-02-06,No,120206DSP-Dane-178,120206DSP-Dane-178-90D,120206DSP-Dane-178-6M,,,,,,,,,No PDF
Milwaukee,2012-02-03,No,120203DSP-Milw-177,120203DSP-Milw-177-90D,No,,,,,,,,,No PDF
Trempealeau,2012-01-28,No,120128DSP-Tremp-176,120128DSP-Tremp-176-90D,No,,,,,,,,,No PDF
Wood,2012-01-10,No,120110DSP-Wood-175,120110DSP-Wood-175-90D,No,,,,,,,,,No PDF
Jackson,2012-01-06,No,120106DSP-Jack-174,120106DSP-Jack-174-90D,No,,,,,,,,,No PDF
Fond du Lac,2012-01-05,No,120105DSP-Fond-173,120105DSP-Fond-173-90D,No,,,,,,,,,No PDF
Milwaukee,2011-12-25,No,111225DSP-Milw-172,111225DSP-Milw-172-90D,No,,,,,,,,,No PDF
Milwaukee,2011-12-31,No,111231DSP-Milw-171,111231DSP-Milw-171-90D,No,,,,,,,,,No PDF
Milwaukee,2011-11-09,No,111109DSP-Milw-170,111109DSP-Milw-170-90D,No,,,,,,,,,No PDF
Washington,2011-12-14,No,111214DSP-Wash-169,111214DSP-Wash-169-90D,No,,,,,,,,,No PDF
Outagamie,2011-11-09,No,111109DSP-Outag-168,111109DSP-Outag-168-90D,No,,,,,,,,,No PDF
Outagamie,2011-11-09,No,111109DSP-Outag-167,111109DSP-Outag-167-90D,No,,,,,,,,,No PDF
Monroe,2011-11-17,No,111117DSP-Monr-166,111117DSP-Monr-166-90D,No,,,,,,,,,No PDF
Iowa,2011-11-18,No,111118DSP-Iowa-165,111118DSP-Iowa-165-90D,No,,,,,,,,,No PDF
Milwaukee,2011-10-10,No,111010DSP-Milw-164,111010DSP-Milw-164-90D,No,,,,,,,,,No PDF
Dodge,2011-10-28,No,111028DSP-Dodge-163,111028DSP-Dodge-163-90D,No,,,,,,,,,No PDF
Portage,2011-10-26,No,111026DSP-Port-162,111026DSP-Port-162-90D,No,,,,,,,,,No PDF
Crawford,2011-10-20,No,111020DSP-Craw-161,111020DSP-Craw-161-90D,No,,,,,,,,,No PDF
Eau Claire,2011-10-23,No,111023DSP-Eacul-160,111023DSP-Eacul-160-90D,No,,,,,,,,,No PDF
Wood,2011-10-19,No,111019DSP-Wood-159,111019DSP-Wood-159-90D,No,,,,,,,,,No PDF
Door,2011-10-19,No,111019DSP-Door-158,111019DSP-Door-158-90D,No,,,,,,,,,No PDF
Racine,2011-10-20,No,111020DSP-Racin-157,111020DSP-Racin-157-90D,No,,,,,,,,,No PDF
Rock,2011-10-18,No,111018DSP-Rock-156,111018DSP-Rock-156-90D,No,,,,,,,,,No PDF
Sauk,2011-10-03,No,111003DSP-Sauk-155,111003DSP-Sauk-155-90D,No,,,,,,,,,No PDF
Rusk,2011-10-05,No,111005DSP-Rusk-154,111005DSP-Rusk-154-90D,No,,,,,,,,,No PDF
Milwaukee,2011-09-26,No,110926DSP-Milw-153,110926DSP-Milw-153-90D,No,,,,,,,,,No PDF
Trempealeau,2011-09-28,No,110928DSP-Tremp-152,110928DSP-Tremp-152-90D,No,,,,,,,,,No PDF
Milwaukee,2011-09-26,No,110926DSP-Milw-151,110926DSP-Milw-151-90D,No,,,,,,,,,No PDF
Milwaukee,2011-09-25,No,110925DSP-Milw-150,110925DSP-Milw-150-90D,No,,,,,,,,,No PDF
Walworth,2011-09-22,No,110922DSP-Walw-149,110922DSP-Walw-149-90D,No,,,,,,,,,No PDF
Winnebago,2011-09-17,No,110917DSP-Winn-148,110917DSP-Winn-148-90D,No,,,,,,,,,No PDF
Outagamie,2011-09-09,No,110909DSP-Outag-147,110909DSP-Outag-147-90D,No,,,,,,,,,No PDF
Vilas,2011-09-09,No,110909DSP-Vilas-146,110909DSP-Vilas-146-90D,No,,,,,,,,,No PDF
Dunn,2011-08-30,No,110830DSP-Dunn-145,110830DSP-Dunn-145-90D,No,,,,,,,,,No PDF
Dane,2011-08-28,No,110828DSP-Dane-144,110828DSP-Dane-144-90D,No,,,,,,,,,No PDF
Oneida,2011-07-22,No,110722DSP-Oneid-143,110722DSP-Oneid-143-90D,No,,,,,,,,,No PDF
Brown,2011-08-19,No,110819DSP-Brown-142,110819DSP-Brown-142-90,No,,,,,,,,,No PDF
Dane,2011-08-24,No,110824DSP-Dane-141,110824DSP-Dane-141-90D,No,,,,,,,,,No PDF
Dane,2011-08-20,No,110820DSP-Dane-140,110820DSP-Dane-140-90D,No,,,,,,,,,No PDF
Sauk,2011-08-18,No,110818DSP-Sauk-139,110818DSP-Sauk-139-90D,No,,,,,,,,,No PDF
Saint Croix,2011-08-18,No,110818DSP-Stcr-138,110818DSP-Stcr-138-90D,No,,,,,,,,,No PDF
Dane,2011-08-14,No,110814DSP-Dane-137,110814DSP-Dane-137-90D,No,,,,,,,,,No PDF
Monroe,2011-08-11,No,110811DSP-Monr-136,110811DSP-Monr-136-90D,No,,,,,,,,,No PDF
Grant,2011-08-13,No,110813DSP-Grant-135,110813DSP-Grant-135-90,No,,,,,,,,,No PDF
Dane,2011-08-05,No,110805DSP-Dane-134,110805DSP-Dane-134-90D,No,,,,,,,,,No PDF
Rock,2011-08-04,No,110804DSP-Rock-133,110804DSP-Rock-133-90D,No,,,,,,,,,No PDF
Saint Croix,2011-07-23,No,110723DSP-Stcr-132,110723DSP-Stcr-132-90D,No,,,,,,,,,No PDF
Dane,2011-07-22,No,110722DSP-Dane-131,110722DSP-Dane-131-90D,No,,,,,,,,,No PDF
Adams,2011-07-16,No,110716DSP-Adams-130,110716DSP-Adams-130-90D,No,,,,,,,,,No PDF
La Crosse,2011-07-14,No,110714DSP-Lacr-129,110714DSP-Lacr-129-90D,No,,,,,,,,,No PDF
Milwaukee,2011-07-12,No,110712DSP-Milw-128,110712DSP-Milw-128-90D,No,,,,,,,,,No PDF
Milwaukee,2011-07-13,No,110713DSP-Lacr-127,110713DSP-Lacr-127-90D,No,,,,,,,,,No PDF
Polk,2011-07-11,No,110711DSP-Polk-126,110711DSP-Polk-126-90D,No,,,,,,,,,No PDF
Richland,2011-07-03,No,110703DSP-Rich-125,110703DSP-Rich-125-90D,No,,,,,,,,,No PDF
Dane,2011-07-05,No,110705DSP-Dane-124,110705DSP-Dane-124-90D,No,,,,,,,,,No PDF
Milwaukee,2011-07-03,No,110703DSP-Milw-123,110703DSP-Milw-123-90D,No,,,,,,,,,No PDF
Dane,2011-06-30,No,110630DSP-Dane-122,110630DSP-Dane-122-90D,No,,,,,,,,,No PDF
Douglas,2011-06-28,No,110628DSP-Doug-121,110628DSP-Doug-121-90D,No,,,,,,,,,No PDF
Eau Claire,2011-06-25,No,110625DSP-Eacul-120,110625DSP-Eacul-120-90D,No,,,,,,,,,No PDF
Dane,2011-06-23,No,110623DSP-Dane-119,110623DSP-Dane-119-90D,No,,,,,,,,,No PDF
Barron,2011-06-17,No,110617DSP-Barr-118,110617DSP-Barron-118-90D,No,,,,,,,,,No PDF
Milwaukee,2011-06-09,No,110610DSP-Milw-117,110609DSP-Milw-117-90D,No,,,,,,,,,No PDF
Milwaukee,2011-06-08,No,110608DSP-Milw-116,110608DSP-Milw-116-90D,No,,,,,,,,,No PDF
Winnebago,2011-06-06,No,110606DSP-Winn-115,110606DSP-Winn-115-90D,No,,,,,,,,,No PDF
